Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Hunter Perdue",,0.0368,0.0842,0.0467,5.87565,0.215,0.167,0,0,1,4.598,1.1546,0.6935,0.65285,0.169333,0.499,,0.0461,0.612,5.508,4.491,1.22645,1.524,0.133101,0.108525,0.024575896561145782,0.284882,1.6536,0.301161,0.677781,0.402918,,5.77911,-0.0000999029,-0.000679999,999,,,,"sa3016905"
"Christian Fernandez",,0.0418,0.0716,0.032,5.67396,0.4682,0.1132,0,0,1,4.583,1.0958,0.6696,0.63044,0.170333,0.5274,,0.0546,0.6707,6.0363,4.7466,1.27171,1.533,0.146345,0.115077,0.03126772493124008,0.273882,1.6232,0.292872,0.688652,0.384991,,5.78541,-0.0000999029,-0.000679999,999,,,,"sa917688"
"Michael Dominguez","TOR",0.0441,0.0777,0.0551,5.57289,0.1754,0.1754,0,0,1,4.539,1.0399,0.6549,0.61921,0.186889,0.518,,0.045,0.7486,6.7374,4.662,1.44517,1.682,0.164926,0.114122,0.05080414563417435,0.261544,1.5579,0.280549,0.696622,0.324482,,5.78784,-0.0000999029,-0.000679999,999,,,,"sa3011198"
"Raimon Gomez","NYM",0.0461,0.0756,0.0547,5.58873,0.1754,0.1754,0,0,1,4.579,1.0835,0.6611,0.62097,0.170889,0.5318,,0.0494,0.6694,6.0246,4.7862,1.25874,1.538,0.146189,0.116139,0.030050233006477356,0.271024,1.6153,0.289029,0.693431,0.395223,,5.79284,-0.0000999029,-0.000679999,999,,,,"sa3017645"
"Jarrod Cande","COL",0.0386,0.083,0.0462,5.9688,0.1911,0.1721,0,0,1,4.503,1.1678,0.7006,0.6632,0.202889,0.3825,,0.0502,0.6537,5.8833,3.4425,1.70902,1.826,0.14517,0.0849434,0.060226522386074066,0.286908,1.5503,0.300248,0.671034,0.371497,,5.79474,-0.0000999029,-0.000679999,999,,,,"sa3017813"
"Orlando Rodriguez",,0.0423,0.0744,0.0397,5.69655,0.356,0.137,0,0,1,4.542,1.1139,0.6709,0.63295,0.182444,0.4682,,0.0466,0.6404,5.7636,4.2138,1.36779,1.642,0.140995,0.103082,0.03791281580924988,0.276594,1.5821,0.290684,0.686828,0.366991,,5.80186,-0.0000999029,-0.000679999,999,,,,"sa3011421"
"Jacob Meador","LAD",0.0482,0.0715,0.049,5.6286,0.2381,0.1621,0,0,1,4.548,1.0849,0.6639,0.6254,0.183556,0.49,,0.066,0.7093,6.3837,4.41,1.44755,1.652,0.155959,0.10774,0.048218995332717896,0.271769,1.5749,0.290837,0.69124,0.386941,,5.8021,-0.0000999029,-0.000679999,999,,,,"sa3020385"
"Deylen Miley",,0.0424,0.0757,0.0435,5.66757,0.3041,0.1481,0,0,1,4.618,1.0639,0.6698,0.62973,0.163,0.6064,,0.0484,0.7229,6.5061,5.4576,1.19212,1.467,0.15654,0.131312,0.025227367877960205,0.268445,1.6703,0.292757,0.69378,0.393001,,5.80408,-0.0000999029,-0.000679999,999,,,,"sa3017366"
"Gabriel Cotto",,0.0435,0.0774,0.0522,5.58468,0.2109,0.1679,0,0,1,4.627,1.1363,0.6645,0.62052,0.148444,0.549,,0.0584,0.5568,5.0112,4.941,1.01421,1.336,0.120337,0.118651,0.0016857534646987915,0.28269,1.6853,0.298054,0.690907,0.443978,,5.80486,-0.0000999029,-0.000679999,999,,,,"sa3007934"
"Sandro Bargallo","MIA",0.0384,0.0832,0.0523,5.6547,0.1919,0.1719,0,0,1,4.722,1.1128,0.6747,0.6283,0.126444,0.6987,,0.0501,0.6236,5.6124,6.2883,0.892515,1.138,0.132063,0.147967,-0.015904277563095093,0.280077,1.8115,0.306022,0.695513,0.47581,,5.80946,-0.0000999029,-0.000679999,999,,,,"sa3009639"
"Matt Duffy","BOS",0.0408,0.0809,0.0468,5.97366,0.1829,0.1739,0,0,1,4.576,1.1707,0.7047,0.66374,0.172556,0.475,,0.048,0.583,5.247,4.275,1.22737,1.553,0.127404,0.103802,0.02360139787197113,0.288848,1.6457,0.302702,0.67017,0.410676,,5.8127,-0.0000999029,-0.000679999,999,,,,"sa3023272"
"Jackson Finley","ATH",0.0407,0.0785,0.0467,5.63877,0.2727,0.1547,0,0,1,4.598,1.0997,0.668,0.62653,0.153889,0.5573,,0.057,0.5973,5.3757,5.0157,1.07177,1.385,0.129904,0.121205,0.008699439465999603,0.27605,1.657,0.292593,0.686064,0.408857,,5.81534,-0.0000999029,-0.000679999,999,,,,"sa3023406"
"Jordano Perez",,0.0416,0.0803,0.0506,5.80536,0.1754,0.1754,0,0,1,4.583,1.1662,0.6872,0.64504,0.169,0.4773,,0.0459,0.5586,5.0274,4.2957,1.17033,1.521,0.121885,0.104146,0.017739474773406982,0.287256,1.6435,0.299262,0.679721,0.423017,,5.81588,-0.0000999029,-0.000679999,999,,,,"sa3008690"
"Juan Salas","STL",0.0433,0.0785,0.0532,5.66982,0.1754,0.1754,0,0,1,4.515,1.1369,0.6681,0.62998,0.184556,0.4182,,0.0469,0.5716,5.1444,3.7638,1.36681,1.661,0.1266,0.0926246,0.03397565335035324,0.280723,1.5551,0.289137,0.684032,0.366591,,5.8178,-0.0000999029,-0.000679999,999,,,,"sa3016216"
"Teddy Stankiewicz",,0.0414,0.079,0.0453,5.88978,0.2257,0.1647,0,0,1,4.521,1.1696,0.693,0.65442,0.206333,0.3889,,0.048,0.6704,6.0336,3.5001,1.72384,1.857,0.148286,0.0860208,0.06226499378681183,0.286379,1.5585,0.300329,0.681693,0.394082,,5.81871,-0.0000999029,-0.000679999,999,,,,"sa657954"
"Luis Serna","NYY",0.0452,0.0762,0.0533,5.62419,0.1853,0.1733,0,0,1,4.585,1.1138,0.6668,0.62491,0.173444,0.4999,,0.0616,0.6417,5.7753,4.4991,1.28366,1.561,0.139956,0.109029,0.030926935374736786,0.276824,1.6137,0.293096,0.690725,0.424961,,5.82236,-0.0000999029,-0.000679999,999,,,,"sa3016528"
"Braydon Tucker","PHI",0.0448,0.0752,0.0485,5.68611,0.234,0.163,0,0,1,4.505,1.1319,0.6707,0.63179,0.188333,0.4206,,0.0516,0.6015,5.4135,3.7854,1.4301,1.695,0.133518,0.0933629,0.040155380964279175,0.280673,1.5525,0.290958,0.684185,0.388591,,5.82841,-0.0000999029,-0.000679999,999,,,,"sa3023249"
"Pedro Da Costa Lemos","SEA",0.0407,0.0748,0.0401,5.49801,0.3956,0.1286,0,0,1,4.586,1.1009,0.6534,0.61089,0.160556,0.526,,0.0574,0.5877,5.2893,4.734,1.1173,1.445,0.128151,0.114697,0.013453982770442963,0.275046,1.6269,0.288951,0.694305,0.427964,,5.8285,-0.0000999029,-0.000679999,999,,,,"sa3016781"
"Jacob Bresnahan","SFG",0.0404,0.0815,0.0509,5.78979,0.1754,0.1754,0,0,1,4.671,1.1269,0.685,0.64331,0.155,0.5851,,0.0455,0.6216,5.5944,5.2659,1.06238,1.395,0.133076,0.125262,0.007814168930053711,0.278908,1.712,0.297782,0.686957,0.401082,,5.83008,-0.0000999029,-0.000679999,999,,,,"sa3023066"
"Tanner McDougal","CHW",0.0384,0.0837,0.0548,5.58828,0.1754,0.1754,0,0,1,4.619,1.0662,0.663,0.62092,0.159778,0.6112,,0.0579,0.7097,6.3873,5.5008,1.16116,1.438,0.153648,0.132323,0.021324962377548218,0.269931,1.6774,0.294253,0.6978,0.430074,,5.83149,-0.0000999029,-0.000679999,999,,,,"sa3017471"
"Emmanuel Reyes","KCR",0.0413,0.0802,0.0475,5.90895,0.1911,0.1721,0,0,1,4.577,1.1967,0.6984,0.65655,0.167333,0.4428,,0.0472,0.49,4.41,3.9852,1.10659,1.506,0.107057,0.0967446,0.010312430560588837,0.292806,1.6395,0.300136,0.669711,0.411247,,5.83181,-0.0000999029,-0.000679999,999,,,,"sa3019071"
"Jose Davila","STL",0.043,0.0786,0.0531,5.64669,0.1829,0.1739,0,0,1,4.593,1.1369,0.6707,0.62741,0.157,0.5158,,0.055,0.5433,4.8897,4.6422,1.05332,1.413,0.118289,0.112301,0.0059873685240745544,0.282656,1.6527,0.294982,0.685323,0.436254,,5.83328,-0.0000999029,-0.000679999,999,,,,"sa3015092"
"Aidan Curry","TEX",0.0438,0.0773,0.0503,5.72517,0.1994,0.1704,0,0,1,4.572,1.0918,0.6742,0.63613,0.184778,0.5118,,0.048,0.7044,6.3396,4.6062,1.37632,1.663,0.154068,0.111942,0.042125992476940155,0.27212,1.6036,0.290431,0.691049,0.366653,,5.83919,-0.0000999029,-0.000679999,999,,,,"sa3015334"
"Carter Spivey","CLE",0.0398,0.0822,0.0495,5.86305,0.1754,0.1754,0,0,1,4.583,1.1726,0.6931,0.65145,0.176778,0.4552,,0.0485,0.5662,5.0958,4.0968,1.24385,1.591,0.123544,0.0993236,0.024219952523708344,0.287451,1.6278,0.298479,0.677166,0.415539,,5.84329,-0.0000999029,-0.000679999,999,,,,"sa3023477"
"Nick Krauth","TEX",0.0429,0.0758,0.0439,5.72868,0.2818,0.1528,0,0,1,4.561,1.1636,0.6777,0.63652,0.178111,0.416,,0.0719,0.5508,4.9572,3.744,1.32404,1.603,0.120763,0.0912081,0.029554925858974457,0.285679,1.5796,0.294687,0.677996,0.415174,,5.84402,-0.0000999029,-0.000679999,999,,,,"sa3015006"
"Luke Taggart","COL",0.0362,0.082,0.035,6.19731,0.3131,0.1461,0,0,1,4.6,1.2091,0.7297,0.68859,0.184333,0.4651,,0.0461,0.6238,5.6142,4.1859,1.34122,1.659,0.135609,0.101109,0.03449999541044235,0.29571,1.6742,0.312365,0.666957,0.419141,,5.84881,-0.0000999029,-0.000679999,999,,,,"sa3017932"
"Javi Rivera","CIN",0.0421,0.0798,0.0498,5.8446,0.1754,0.1754,0,0,1,4.535,1.1448,0.6886,0.6494,0.201333,0.4206,,0.0571,0.6835,6.1515,3.7854,1.62506,1.812,0.150717,0.0927453,0.05797132849693298,0.282158,1.5654,0.297392,0.683114,0.400036,,5.84991,-0.0000999029,-0.000679999,999,,,,"sa3018184"
"Jefrem Leon",,0.0411,0.0793,0.0465,5.841,0.2274,0.1644,0,0,1,4.605,1.1514,0.6908,0.649,0.168111,0.5124,,0.0478,0.5897,5.3073,4.6116,1.15086,1.513,0.128056,0.11127,0.01678609848022461,0.284662,1.6638,0.299146,0.681161,0.416996,,5.85312,-0.0000999029,-0.000679999,999,,,,"sa3016019"
"Nestor Lorant","CIN",0.041,0.0738,0.0328,5.84262,0.4212,0.1232,0,0,1,4.574,1.123,0.6888,0.64918,0.192,0.4981,,0.0469,0.7197,6.4773,4.4829,1.44489,1.728,0.157346,0.108898,0.048447735607624054,0.278729,1.6211,0.298656,0.689418,0.403029,,5.85808,-0.0000999029,-0.000679999,999,,,,"sa3011640"
"Noah Dean","BOS",0.0427,0.0764,0.045,5.71455,0.2711,0.1551,0,0,1,4.724,1.0371,0.6779,0.63495,0.137333,0.7561,,0.068,0.7828,7.0452,6.8049,1.03531,1.236,0.165707,0.160055,0.005651995539665222,0.26593,1.7932,0.301959,0.696656,0.433803,,5.85851,-0.0000999029,-0.000679999,999,,,,"sa3020740"
"Danny Kirwin","BOS",0.04,0.0729,0.0282,5.9868,0.4846,0.1096,0,0,1,4.635,1.1655,0.7082,0.6652,0.158,0.5549,,0.0451,0.5806,5.2254,4.9941,1.04631,1.422,0.125264,0.11972,0.005544766783714294,0.288848,1.7204,0.305636,0.67516,0.436831,,5.85928,-0.0000999029,-0.000679999,999,,,,"sa3023553"
"Connor Oliver","PIT",0.0403,0.0757,0.0378,5.7411,0.3816,0.1316,0,0,1,4.667,1.1437,0.6809,0.6379,0.146,0.5907,,0.05,0.5636,5.0724,5.3163,0.954122,1.314,0.120763,0.12657,-0.005806714296340942,0.284057,1.7344,0.300811,0.688562,0.425188,,5.85938,-0.0000999029,-0.000679999,999,,,,"sa3023200"
"Trennor O'Donnell","BOS",0.0399,0.0744,0.0305,6.01722,0.4376,0.1196,0,0,1,4.625,1.1659,0.7105,0.66858,0.163778,0.5339,,0.0492,0.5925,5.3325,4.8051,1.10976,1.474,0.128108,0.115438,0.012670256197452545,0.288453,1.6998,0.305002,0.672759,0.422762,,5.85989,-0.0000999029,-0.000679999,999,,,,"sa3023531"
"Liam Sullivan","WSN",0.0411,0.0808,0.0546,5.59404,0.1754,0.1754,0,0,1,4.617,1.0805,0.6626,0.62156,0.157444,0.6058,,0.0459,0.6529,5.8761,5.4522,1.07775,1.417,0.141412,0.131211,0.010201439261436462,0.272489,1.6863,0.292573,0.698353,0.403589,,5.86256,-0.0000999029,-0.000679999,999,,,,"sa3022952"
"Alberto Pacheco","COL",0.0371,0.0845,0.0444,6.06456,0.1919,0.1719,0,0,1,4.626,1.2204,0.7176,0.67384,0.168333,0.4878,,0.0511,0.5541,4.9869,4.3902,1.13592,1.515,0.11978,0.105447,0.014332033693790436,0.298598,1.7082,0.312681,0.672718,0.44877,,5.86331,-0.0000999029,-0.000679999,999,,,,"sa3015421"
"Adrian Florencio","PIT",0.0391,0.0811,0.0445,5.91291,0.2365,0.1625,0,0,1,4.617,1.1576,0.6979,0.65699,0.166556,0.5114,,0.0522,0.5781,5.2029,4.6026,1.13043,1.499,0.125211,0.110765,0.014446616172790527,0.285587,1.669,0.299523,0.676337,0.401117,,5.8663,-0.0000999029,-0.000679999,999,,,,"sa3010569"
"Davis Polo","ATL",0.0456,0.075,0.0466,5.87169,0.215,0.167,0,0,1,4.583,1.1764,0.6942,0.65241,0.174556,0.4689,,0.0431,0.5521,4.9689,4.2201,1.17744,1.571,0.120467,0.102313,0.018154047429561615,0.288971,1.6453,0.299564,0.67891,0.415956,,5.8675,-0.0000999029,-0.000679999,999,,,,"sa3019637"
"Blaze Pontes","ATH",0.0401,0.0761,0.0395,5.63652,0.375,0.133,0,0,1,4.588,1.1707,0.6716,0.62628,0.146556,0.5015,,0.0485,0.4251,3.8259,4.5135,0.847657,1.319,0.0926548,0.109307,-0.01665213704109192,0.289921,1.6722,0.295454,0.682062,0.459091,,5.8715,-0.0000999029,-0.000679999,999,,,,"sa3020486"
"Josh Knoth","MIL",0.0416,0.0803,0.0512,5.77413,0.1754,0.1754,0,0,1,4.615,1.1142,0.6835,0.64157,0.168556,0.5589,,0.0466,0.6513,5.8617,5.0301,1.16532,1.517,0.141127,0.121105,0.020021669566631317,0.27789,1.6731,0.296473,0.688598,0.42152,,5.8716,-0.0000999029,-0.000679999,999,,,,"sa3023420"
"Yunior Tur","ATH",0.0404,0.0754,0.0387,5.63463,0.3849,0.1309,0,0,1,4.587,1.0988,0.6669,0.62607,0.158556,0.5486,,0.0514,0.5777,5.1993,4.9374,1.05304,1.427,0.125943,0.119599,0.006344012916088104,0.275596,1.6474,0.28924,0.687866,0.397825,,5.8723,-0.0000999029,-0.000679999,999,,,,"sa3021045"
"Anderson Brito","HOU",0.0424,0.0764,0.0426,5.868,0.2785,0.1535,0,0,1,4.616,1.0942,0.6922,0.652,0.171667,0.5793,,0.0505,0.7064,6.3576,5.2137,1.2194,1.545,0.153033,0.125498,0.027534648776054382,0.274497,1.6735,0.296813,0.684708,0.395863,,5.87475,-0.0000999029,-0.000679999,999,,,,"sa3024232"
"Edgar Portes","BAL",0.0449,0.073,0.0439,5.63094,0.3041,0.1481,0,0,1,4.569,1.0659,0.6644,0.62566,0.179556,0.5511,,0.0442,0.7044,6.3396,4.9599,1.27817,1.616,0.154169,0.120617,0.033552199602127075,0.268239,1.617,0.286867,0.697558,0.375753,,5.8778,-0.0000999029,-0.000679999,999,,,,"sa3015386"
"Trevor Harrison","TBR",0.0397,0.082,0.0493,5.83803,0.1853,0.1733,0,0,1,4.607,1.1122,0.6891,0.64867,0.169778,0.5565,,0.044,0.6484,5.8356,5.0085,1.16514,1.528,0.140742,0.120794,0.01994790881872177,0.277599,1.6687,0.295586,0.684551,0.39658,,5.87829,-0.0000999029,-0.000679999,999,,,,"sa3023629"
"Jason Savacool","STL",0.0417,0.0788,0.0486,5.73921,0.2216,0.1656,0,0,1,4.648,1.1566,0.6834,0.63769,0.144778,0.577,,0.0461,0.5191,4.6719,5.193,0.899653,1.303,0.111682,0.124139,-0.012456975877285004,0.287361,1.7336,0.301046,0.685997,0.468284,,5.87969,-0.0000999029,-0.000679999,999,,,,"sa3022856"
"Victor Juarez","COL",0.0359,0.0861,0.0421,6.21855,0.1829,0.1739,0,0,1,4.573,1.2207,0.7313,0.69095,0.193333,0.4148,,0.0523,0.6003,5.4027,3.7332,1.4472,1.74,0.13127,0.0907063,0.04056417942047119,0.297304,1.6355,0.31017,0.662498,0.408522,,5.88051,-0.0000999029,-0.000679999,999,,,,"sa3016226"
"Casey Anderson","ARI",0.0421,0.0797,0.046,6.04215,0.1754,0.1754,0,0,1,4.671,1.1704,0.7147,0.67135,0.153,0.5586,,0.0638,0.5703,5.1327,5.0274,1.02095,1.377,0.122094,0.119589,0.0025048106908798218,0.289088,1.729,0.305957,0.669593,0.433475,,5.88208,-0.0000999029,-0.000679999,999,,,,"sa3022742"
"Bryan Perez","COL",0.0355,0.0867,0.0429,6.20073,0.1754,0.1754,0,0,1,4.675,1.2212,0.735,0.68897,0.157111,0.535,,0.0674,0.5642,5.0778,4.815,1.05458,1.414,0.120684,0.114439,0.0062459781765937805,0.299858,1.7562,0.317516,0.664738,0.486851,,5.88772,-0.0000999029,-0.000679999,999,,,,"sa3016515"
"Jagger Haynes","SDP",0.0463,0.0752,0.0555,5.51736,0.1829,0.1739,0,0,1,4.597,1.054,0.6534,0.61304,0.163556,0.6095,,0.0477,0.6879,6.1911,5.4855,1.12863,1.472,0.149641,0.132586,0.01705460250377655,0.267526,1.6635,0.288324,0.704137,0.395722,,5.8885,-0.0000999029,-0.000679999,999,,,,"sa3020876"
"Justin Lange","NYY",0.0449,0.0768,0.053,5.67783,0.1754,0.1754,0,0,1,4.63,1.0539,0.6709,0.63087,0.174556,0.6047,,0.0567,0.7654,6.8886,5.4423,1.26575,1.571,0.165313,0.130605,0.0347084105014801,0.26556,1.6586,0.290343,0.698405,0.394462,,5.8891,-0.0000999029,-0.000679999,999,,,,"sa3014517"
"Duque Hebbert","DET",0.0387,0.0756,0.0337,5.77926,0.4393,0.1193,0,0,1,4.599,1.1457,0.6828,0.64214,0.168333,0.4893,,0.0503,0.5408,4.8672,4.4037,1.10525,1.515,0.117591,0.106393,0.011198081076145172,0.282234,1.635,0.291728,0.680467,0.391216,,5.89201,-0.0000999029,-0.000679999,999,,,,"sa3021026"
"McCade Brown","COL",0.0353,0.0861,0.0398,6.27282,0.2043,0.1693,0,0,1,4.621,1.2051,0.7382,0.69698,0.184222,0.4851,,0.0521,0.6362,5.7258,4.3659,1.31148,1.658,0.137676,0.104977,0.032698556780815125,0.295093,1.6902,0.312829,0.66467,0.418546,,5.90057,-0.0000999029,-0.000679999,999,,,,"sa3017812"
"Aneury Lora","SEA",0.0399,0.0779,0.044,5.63472,0.3206,0.1446,0,0,1,4.608,1.1224,0.6691,0.62608,0.162556,0.5378,,0.0485,0.5687,5.1183,4.8402,1.05746,1.463,0.123416,0.11671,0.006705731153488159,0.279086,1.6602,0.291707,0.691808,0.429975,,5.9012,-0.0000999029,-0.000679999,999,,,,"sa3019365"
"Lorenzo Encarnacion","ARI",0.042,0.0799,0.0456,6.06195,0.1754,0.1754,0,0,1,4.647,1.1861,0.7163,0.67355,0.160222,0.518,,0.0589,0.5393,4.8537,4.662,1.04112,1.442,0.116053,0.11147,0.004583612084388733,0.291418,1.7041,0.304363,0.667528,0.422864,,5.90147,-0.0000999029,-0.000679999,999,,,,"sa3015498"
"Shane Panzini","KCR",0.0402,0.0768,0.036,5.97267,0.3445,0.1395,0,0,1,4.651,1.1364,0.7046,0.66363,0.160111,0.5765,,0.05,0.6127,5.5143,5.1885,1.06279,1.441,0.131735,0.123952,0.007783263921737671,0.28237,1.7129,0.300241,0.677282,0.397276,,5.90202,-0.0000999029,-0.000679999,999,,,,"sa3018257"
"Alex McFarlane","PHI",0.0446,0.0771,0.0526,5.7006,0.1754,0.1754,0,0,1,4.623,1.0978,0.6773,0.6334,0.156,0.6042,,0.052,0.6303,5.6727,5.4378,1.0432,1.404,0.13634,0.130694,0.005645692348480225,0.276747,1.702,0.296117,0.690685,0.451685,,5.90248,-0.0000999029,-0.000679999,999,,,,"sa3020633"
"Drew McDaniel","CHW",0.0367,0.0854,0.0513,5.76648,0.1754,0.1754,0,0,1,4.541,1.1546,0.6806,0.64072,0.188333,0.4375,,0.0479,0.5839,5.2551,3.9375,1.33463,1.695,0.128584,0.0963444,0.03223959356546402,0.284693,1.5921,0.294291,0.686147,0.399868,,5.90321,-0.0000999029,-0.000679999,999,,,,"sa3020384"
"Alexander Cornielle","MIL",0.0425,0.0789,0.051,5.71581,0.1919,0.1719,0,0,1,4.542,1.0947,0.6727,0.63509,0.192667,0.4691,,0.0571,0.6727,6.0543,4.2219,1.43402,1.734,0.148107,0.10328,0.04482606053352356,0.272598,1.5638,0.28632,0.688604,0.362633,,5.90435,-0.0000999029,-0.000679999,999,,,,"sa3011779"
"Eliazar Dishmey","MIA",0.0357,0.0863,0.0466,5.97357,0.1862,0.1732,0,0,1,4.632,1.1514,0.705,0.66373,0.168667,0.5384,,0.0479,0.6045,5.4405,4.8456,1.12277,1.518,0.130505,0.116235,0.014270290732383728,0.284598,1.6898,0.300297,0.677459,0.406561,,5.90905,-0.0000999029,-0.000679999,999,,,,"sa3019181"
"Jose Franco","CIN",0.042,0.0799,0.0495,5.85828,0.1754,0.1754,0,0,1,4.545,1.1178,0.6894,0.65092,0.203556,0.4724,,0.0412,0.7212,6.4908,4.2516,1.52667,1.832,0.15868,0.103938,0.05474146455526352,0.277273,1.5902,0.294287,0.690151,0.385109,,5.9111,-0.0000999029,-0.000679999,999,,,,"sa3008714"
"Jose Dicochea","ATH",0.0403,0.079,0.0462,5.67018,0.267,0.156,0,0,1,4.624,1.0745,0.6712,0.63002,0.154444,0.6049,,0.0583,0.6243,5.6187,5.4441,1.03207,1.39,0.135013,0.130817,0.004195496439933777,0.271284,1.6794,0.289139,0.689048,0.399837,,5.91526,-0.0000999029,-0.000679999,999,,,,"sa3011497"
"Hancel Rincon","STL",0.0426,0.0793,0.052,5.73138,0.1754,0.1754,0,0,1,4.515,1.1637,0.6758,0.63682,0.187667,0.3916,,0.0479,0.5044,4.5396,3.5244,1.28805,1.689,0.111717,0.0867331,0.024983391165733337,0.285536,1.5553,0.288474,0.680429,0.375608,,5.91585,-0.0000999029,-0.000679999,999,,,,"sa3009629"
"Ryan Birchard","MIL",0.0411,0.0801,0.0483,5.83227,0.201,0.17,0,0,1,4.62,1.0923,0.6879,0.64803,0.177111,0.5766,,0.046,0.7094,6.3846,5.1894,1.23032,1.594,0.15355,0.124805,0.028744585812091827,0.273253,1.6689,0.294189,0.690386,0.389852,,5.91792,-0.0000999029,-0.000679999,999,,,,"sa3023449"
"Jervis Alfaro","CLE",0.0387,0.0815,0.0435,5.96079,0.2398,0.1618,0,0,1,4.621,1.1726,0.7042,0.66231,0.174444,0.4924,,0.0524,0.5748,5.1732,4.4316,1.16734,1.57,0.124389,0.106557,0.01783163845539093,0.28767,1.665,0.300021,0.676249,0.416976,,5.91906,-0.0000999029,-0.000679999,999,,,,"sa3022113"
"Conor Grady",,0.0403,0.079,0.0431,5.89239,0.2637,0.1567,0,0,1,4.631,1.1671,0.6983,0.65471,0.162,0.533,,0.0482,0.5485,4.9365,4.797,1.02908,1.458,0.118441,0.115094,0.0033470094203948975,0.288187,1.7001,0.300991,0.67997,0.438003,,5.91908,-0.0000999029,-0.000679999,999,,,,"sa3017534"
"Eccel Correa","BAL",0.0437,0.0756,0.0456,5.75712,0.262,0.157,0,0,1,4.627,1.1639,0.6852,0.63968,0.156444,0.5378,,0.0521,0.5243,4.7187,4.8402,0.974898,1.408,0.113313,0.116231,-0.002917662262916565,0.288301,1.7017,0.300164,0.685584,0.469474,,5.92136,-0.0000999029,-0.000679999,999,,,,"sa3021019"
"Hiro Wyatt","KCR",0.0396,0.081,0.0428,6.06879,0.2208,0.1658,0,0,1,4.665,1.1734,0.717,0.67431,0.157111,0.5606,,0.0514,0.5593,5.0337,5.0454,0.997681,1.414,0.119893,0.120171,-0.000278666615486145,0.289514,1.734,0.304589,0.671711,0.420235,,5.92632,-0.0000999029,-0.000679999,999,,,,"sa3023613"
"Juan Rojas","BAL",0.0443,0.0711,0.0383,5.64345,0.3939,0.1289,0,0,1,4.664,1.1069,0.6702,0.62705,0.152333,0.628,,0.0459,0.621,5.589,5.652,0.988853,1.371,0.133148,0.134648,-0.0015008598566055298,0.277412,1.7349,0.296747,0.699709,0.42841,,5.92651,-0.0000999029,-0.000679999,999,,,,"sa3016285"
"Jose Montero","CIN",0.0402,0.0793,0.0425,5.93559,0.2587,0.1577,0,0,1,4.647,1.1894,0.7058,0.65951,0.164556,0.5417,,0.0459,0.5689,5.1201,4.8753,1.05021,1.481,0.122423,0.11657,0.005853235721588135,0.292999,1.7311,0.308136,0.683204,0.490097,,5.9307,-0.0000999029,-0.000679999,999,,,,"sa3018312"
"Luis Valdez","TEX",0.0431,0.0719,0.037,5.68764,0.4113,0.1253,0,0,1,4.652,1.1092,0.6732,0.63196,0.162444,0.5883,,0.0514,0.6323,5.6907,5.2947,1.07479,1.462,0.13592,0.126462,0.009458303451538086,0.27645,1.6975,0.294247,0.696766,0.402811,,5.93276,-0.0000999029,-0.000679999,999,,,,"sa3015974"
"Kyle Scott","CLE",0.0388,0.0797,0.0398,5.95431,0.295,0.15,0,0,1,4.595,1.1541,0.7009,0.66159,0.186111,0.476,,0.0484,0.6129,5.5161,4.284,1.28761,1.675,0.133384,0.103591,0.029793255031108856,0.283521,1.6301,0.295877,0.678474,0.380793,,5.93332,-0.0000999029,-0.000679999,999,,,,"sa3023049"
"Zach Mort",,0.0409,0.0721,0.03,5.79132,0.4846,0.1096,0,0,1,4.543,1.1326,0.6809,0.64348,0.195556,0.4407,,0.049,0.622,5.598,3.9663,1.41139,1.76,0.136914,0.0970064,0.0399075448513031,0.279427,1.5733,0.289592,0.686714,0.362654,,5.9338,-0.0000999029,-0.000679999,999,,,,"sa3008172"
"Khristian Curtis","PIT",0.0383,0.0832,0.0458,5.98581,0.1952,0.1712,0,0,1,4.666,1.1532,0.7078,0.66509,0.157444,0.5818,,0.0477,0.5829,5.2461,5.2362,1.00189,1.417,0.124925,0.124689,0.00023574382066726685,0.285693,1.735,0.302096,0.678209,0.422185,,5.93596,-0.0000999029,-0.000679999,999,,,,"sa3023473"
"Starlyn Castillo",,0.0408,0.0805,0.048,5.85729,0.1985,0.1705,0,0,1,4.651,1.144,0.6948,0.65081,0.156778,0.5612,,0.0645,0.5718,5.1462,5.0508,1.01889,1.411,0.122941,0.120662,0.0022790729999542236,0.284202,1.7052,0.299456,0.680078,0.445009,,5.93809,-0.0000999029,-0.000679999,999,,,,"sa3011608"
"Erick Rodriguez","DET",0.0376,0.0845,0.0492,5.87763,0.1754,0.1754,0,0,1,4.643,1.1559,0.6961,0.65307,0.159444,0.5377,,0.0484,0.5286,4.7574,4.8393,0.983076,1.435,0.113849,0.115809,-0.0019599422812461853,0.284922,1.6936,0.295785,0.678397,0.421306,,5.94036,-0.0000999029,-0.000679999,999,,,,"sa3015155"
