Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Patrick Corbin",,7,10,10,5.08363,24,24,0,0,,137,587,152,84,77,19,42,,6,98,6.47992,2.79693,2.31679,1.24551,0.167584,0.0723345,0.09524954855442047,0.281672,1.42108,0.315203,0.655196,,,4.58888,1.02069,0.144979,750.260009765625,,,,,,,436.90000000000015,3.189051094890512,490,3.576642335766423,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"DJ Herz","WSN",4,4,11,4.36188,45,21,0,1,,137,591,119,73,67,17,73,,7,138,9.05208,4.76784,1.89857,1.11603,0.233787,0.123138,0.11064835637807846,0.233369,1.39823,0.287254,0.70951,,,4.50904,0.996648,1.00209,313.05999755859375,,,,,,,535.3000000000002,3.907299270072994,504,3.678832116788321,,,,,,,,,,,,,,,,,,,"DJ Herz","26389",687792
"Chris Martin","TEX",3,3,0,3.3188,58,0,20,6,,58,237,51,23,21,6,14,,2,59,9.22606,2.11189,4.36862,0.997905,0.250873,0.057426,0.19344663992524147,0.229578,1.10981,0.285601,0.740691,,,3.38021,0.993383,1.10194,347.1400146484375,,,,,,,416.80000000000007,7.186206896551726,406,7,,,,,,,,,,,,,,,,,,,"Chris Martin","11847",455119
"Raisel Iglesias","ATL",4,3,0,3.33738,68,0,32,1,,68,281,58,28,25,8,20,,3,75,9.88553,2.6481,3.73307,1.01575,0.266047,0.0712675,0.19477906078100204,0.22414,1.14429,0.285594,0.749555,,,3.44505,0.977776,1.25925,50.689998626708984,,,,,,,499.00000000000006,7.338235294117648,481,7.073529411764706,,,,,,,,,,,,,,,,,,,"Raisel Iglesias","17130",628452
"Antonio Senzatela","COL",4,7,9,5.3982,33,23,0,1,,132,581,154,87,79,19,45,,6,91,6.21163,3.08008,2.01671,1.26435,0.157019,0.077859,0.07916026562452316,0.291121,1.50899,0.323018,0.650667,,,4.77553,0.973353,0.538306,999,,,,,,,375.70000000000016,2.8462121212121225,446,3.378787878787879,,,,,,,,,,,,,,,,,,,"Antonio Senzatela","15488",622608
"Javier Assad","CHC",4,4,12,4.39504,47,23,0,1,,145,630,143,77,71,18,57,,7,120,7.43692,3.50377,2.12255,1.11513,0.190592,0.0897939,0.1007978767156601,0.251558,1.37031,0.290594,0.699288,,,4.43219,0.970486,0.840921,575.1099853515625,,,,,,,531.8,3.6675862068965515,543,3.7448275862068967,,,,,,,,,,,,,,,,,,,"Javier Assad","21741",665871
"Colin Rea","CHC",4,4,10,4.46516,36,19,0,1,,128,548,131,69,63,18,37,,5,102,7.20141,2.5774,2.79406,1.28085,0.186256,0.0666615,0.11959469318389893,0.258181,1.31052,0.291581,0.691672,,,4.404,0.954245,0.749328,611.5999755859375,,,,,,,467.20000000000005,3.6500000000000004,488,3.8125,,,,,,,,,,,,,,,,,,,"Colin Rea","12317",607067
"JP Sears","ATH",10,11,15,4.51934,31,31,0,0,,177,756,173,97,89,30,51,,8,148,7.52778,2.59286,2.90327,1.51974,0.195641,0.0673863,0.12825465947389603,0.247902,1.26593,0.27524,0.696897,,,4.68139,0.948979,0.81903,499.5400085449219,,,,,,,610,3.446327683615819,614,3.468926553672316,,,,,,,,,,,,,,,,,,,"JP Sears","23429",676664
"Trevor Megill","MIL",3,3,0,3.23939,64,0,28,2,,64,265,49,25,23,7,25,,3,76,10.7136,3.58433,2.98901,0.984215,0.287642,0.0962334,0.19140882045030594,0.208555,1.16885,0.276073,0.763697,,,3.53809,0.93481,1.36239,105.56999969482422,,,,,,,476.1,7.4390625,445,6.953125,,,,,,,,,,,,,,,,,,,"Trevor Megill","17722",656730
"Ben Lively","CLE",8,10,12,4.65959,26,26,0,0,,148,646,153,83,76,22,48,,7,111,6.79094,2.92286,2.32339,1.33141,0.172335,0.0741741,0.09816119074821472,0.259354,1.36447,0.287081,0.69036,,,4.68913,0.922034,0.719302,534.969970703125,,,,,,,483.8,3.268918918918919,511,3.4527027027027026,,,,,,,,,,,,,,,,,,,"Ben Lively","14932",594902
"Bailey Falter","PIT",4,5,10,4.73968,40,23,0,1,,136,586,143,78,72,20,40,,6,98,6.49408,2.65458,2.44637,1.30201,0.167919,0.0686401,0.09927882999181747,0.265805,1.34727,0.293476,0.674458,,,4.61836,0.915874,0.673842,714.8300170898438,,,,,,,450.6000000000001,3.3132352941176477,482,3.5441176470588234,,,,,,,,,,,,,,,,,,,"Bailey Falter","20070",663559
"Hayden Wesneski","HOU",3,3,8,3.83503,57,13,0,1,,115,489,103,53,49,15,38,,5,110,8.63082,2.96031,2.91552,1.21354,0.225067,0.0771962,0.1478705257177353,0.230482,1.22502,0.272451,0.733041,,,4.12015,0.914453,1.08719,430.9700012207031,,,,,,,493.7,4.293043478260869,475,4.130434782608695,,,,,,,,,,,,,,,,,,,"Hayden Wesneski","27581",669713
"Michael Soroka","WSN",3,3,8,4.34582,53,15,0,1,,116,498,112,61,56,15,45,,5,106,8.26983,3.47188,2.38195,1.14051,0.213404,0.0895921,0.12381158769130707,0.24995,1.35402,0.29755,0.702548,,,4.27208,0.899541,0.728167,522.030029296875,,,,,,,448.7000000000001,3.868103448275863,451,3.8879310344827585,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"Jakob Junis",,5,5,7,4.30117,15,15,0,0,,77,329,77,40,37,12,20,,3,68,8.01834,2.34279,3.42256,1.35216,0.208234,0.0608417,0.1473926156759262,0.252557,1.26455,0.290959,0.704386,,,4.24429,0.885139,0.781536,626.1099853515625,,,,,,,289.00000000000006,3.753246753246754,296,3.844155844155844,,,,,,,,,,,,,,,,,,,"Jakob Junis","13619",596001
"Jordan Montgomery","ARI",3,3,8,4.59559,42,16,0,1,,117,500,125,65,60,14,35,,5,90,6.92548,2.69521,2.56955,1.08911,0.180129,0.0701014,0.11002747714519501,0.271451,1.3661,0.311176,0.675525,,,4.22837,0.884342,0.616857,413.79998779296875,,,,,,,432.60000000000014,3.6974358974358985,467,3.9914529914529915,,,,,,,,,,,,,,,,,,,"Jordan Montgomery","16511",656756
"Robert Garcia","TEX",3,3,0,3.28141,64,0,8,10,,64,268,51,25,23,7,24,,3,74,10.3739,3.40822,3.0438,0.977044,0.275262,0.0904336,0.184827983379364,0.213476,1.18216,0.277683,0.760975,,,3.54371,0.876658,1.18799,496.9700012207031,,,,,,,401.9,6.2796875,376,5.875,,,,,,,,,,,,,,,,,,,"Robert Garcia","23363",676395
"Jeremiah Estrada","SDP",3,3,0,3.04216,63,0,3,13,,63,261,45,23,21,7,29,,3,86,12.2297,4.11939,2.96882,0.934711,0.328177,0.110541,0.2176360934972763,0.19531,1.16778,0.278989,0.78111,,,3.31394,0.87617,1.14127,449.8900146484375,,,,,,,406.1,6.446031746031746,367,5.825396825396825,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Joey Cantillo","CLE",2,2,8,3.84007,39,13,0,1,,98,418,83,46,42,11,45,,5,98,9.04591,4.14292,2.18346,1.00436,0.235083,0.107666,0.12741779536008835,0.225794,1.31084,0.278831,0.731694,,,4.13331,0.875252,1.13584,420.489990234375,,,,,,,424.1000000000001,4.327551020408164,397,4.051020408163265,,,,,,,,,,,,,,,,,,,"Joey Cantillo","23335",676282
"Kyle Hart",,7,7,10,4.24049,19,19,0,0,,114,496,108,58,54,16,42,,5,88,6.95049,3.28877,2.1134,1.2335,0.176748,0.083632,0.09311582893133163,0.240156,1.31593,0.266832,0.712882,,,4.63802,0.857612,1.28141,629.8599853515625,,,,,,,400.99999999999994,3.5175438596491224,397,3.482456140350877,,,,,,,,,,,,,,,,,,,"Kyle Hart","19646",606996
"Aaron Ashby","MIL",3,2,8,3.939,49,13,0,1,,108,471,94,52,47,9,61,,6,106,8.8203,5.0981,1.73011,0.774358,0.224245,0.129613,0.0946321040391922,0.231485,1.43481,0.291347,0.727949,,,4.18233,0.845447,1.1602,434.3699951171875,,,,,,,459.1,4.250925925925926,438,4.055555555555555,,,,,,,,,,,,,,,,,,,"Aaron Ashby","23550",676879
"Marcus Stroman","NYY",3,3,8,4.44838,44,16,0,1,,118,513,118,64,58,15,43,,5,90,6.89028,3.2866,2.09648,1.13968,0.176326,0.0841058,0.09222015738487244,0.25421,1.36445,0.287179,0.6946,,,4.5145,0.841675,0.612172,606.5999755859375,,,,,,,421.90000000000003,3.5754237288135595,435,3.6864406779661016,,,,,,,,,,,,,,,,,,,"Marcus Stroman","13431",573186
"Camilo Doval","SFG",3,3,0,3.0566,62,0,10,12,,62,260,49,23,21,4,28,,3,74,10.7095,4.08173,2.62376,0.604679,0.284165,0.108304,0.17586015909910202,0.216266,1.25078,0.300522,0.760633,,,3.16319,0.838369,1.12941,392.510009765625,,,,,,,435.19999999999993,7.019354838709677,411,6.629032258064516,,,,,,,,,,,,,,,,,,,"Camilo Doval","21992",666808
"Anthony DeSclafani",,5,5,7,4.23604,15,15,0,0,,79,337,78,40,37,12,20,,3,65,7.46594,2.34085,3.18942,1.32873,0.193641,0.0607137,0.13292749226093292,0.249341,1.25296,0.281295,0.706209,,,4.33265,0.830852,0.907638,747.7100219726562,,,,,,,295.2,3.7367088607594936,300,3.7974683544303796,,,,,,,,,,,,,,,,,,,"Anthony DeSclafani","13050",543101
"A.J. Puk","ARI",3,3,0,3.37454,65,0,16,8,,65,271,55,27,24,7,23,,3,75,10.3447,3.1834,3.24958,0.950471,0.276184,0.0849907,0.1911931037902832,0.222788,1.19229,0.292137,0.749459,,,3.43381,0.826042,1.10394,265.0899963378906,,,,,,,435.9,6.706153846153846,418,6.430769230769231,,,,,,,,,,,,,,,,,,,"A.J. Puk","19343",640462
"Ben Joyce","LAA",3,3,0,3.10251,63,0,25,5,,63,265,45,24,22,6,32,,3,75,10.6922,4.56709,2.34115,0.821877,0.282653,0.120733,0.16192004829645157,0.197712,1.22836,0.265996,0.774046,,,3.64824,0.82579,1.41792,157.86000061035156,,,,,,,465.4000000000001,7.387301587301589,427,6.777777777777778,,,,,,,,,,,,,,,,,,,"Ben Joyce","31461",690829
"Luke Weaver","NYY",4,3,0,3.31552,68,0,6,13,,68,284,54,27,25,9,23,,3,77,10.1344,3.04449,3.32876,1.1513,0.269942,0.0810938,0.1888480857014656,0.20999,1.13404,0.26339,0.766196,,,3.72303,0.824512,1.19855,390.2300109863281,,,,,,,410.1,6.030882352941177,381,5.602941176470588,,,,,,,,,,,,,,,,,,,"Luke Weaver","16918",596133
"Jason Adam","SDP",4,3,0,3.15265,68,0,3,12,,68,283,53,26,24,7,25,,3,77,10.2164,3.35597,3.04423,0.986408,0.27306,0.0896976,0.18336262553930283,0.207625,1.14933,0.267284,0.769897,,,3.57355,0.823408,1.26571,380.510009765625,,,,,,,412.3,6.063235294117647,382,5.617647058823529,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Tyler Anderson","LAA",9,11,13,4.79675,29,29,0,0,,172,753,170,100,92,29,65,,8,135,7.08655,3.3868,2.09241,1.50506,0.179766,0.0859134,0.09385232627391815,0.249929,1.36536,0.273694,0.692372,,,5.03405,0.820104,0.774342,508.8299865722656,,,,,,,525.0999999999999,3.0529069767441857,534,3.104651162790698,,,,,,,,,,,,,,,,,,,"Tyler Anderson","12880",542881
"Noah Schultz","CHW",3,3,4,3.76404,8,8,0,0,,47,200,42,21,19,5,17,,2,48,9.18123,3.37528,2.72014,1.01473,0.237001,0.0871285,0.14987296611070633,0.234194,1.28451,0.28966,0.734662,,,3.85458,0.807757,0.821753,999,,,,,,,216.10000000000002,4.597872340425533,209,4.446808510638298,,,,,,,,,,,,,,,,,,,"Noah Schultz","sa3020949",702273
"DL Hall","MIL",3,3,8,4.1568,62,13,0,1,,118,508,106,59,54,14,56,,6,118,8.99443,4.28155,2.10074,1.04888,0.231338,0.110122,0.12121611088514328,0.236402,1.37287,0.291371,0.717867,,,4.25783,0.807293,0.821206,553.4000244140625,,,,,,,479.4,4.062711864406779,462,3.9152542372881354,,,,,,,,,,,,,,,,,,,"DL Hall","22207",669084
"Cade Povich","BAL",2,3,8,4.17894,32,15,0,1,,95,406,88,48,44,12,37,,4,86,8.21108,3.51341,2.33707,1.13549,0.21281,0.0910583,0.1217513307929039,0.241521,1.32036,0.285851,0.711021,,,4.29175,0.803013,0.779436,505.30999755859375,,,,,,,379.59999999999997,3.9957894736842103,372,3.9157894736842107,,,,,,,,,,,,,,,,,,,"Cade Povich","30055",700249
"Keegan Akin","BAL",4,3,0,3.30501,70,0,2,16,,70,290,58,28,26,8,21,,3,79,10.1372,2.64635,3.83065,1.07915,0.272141,0.0710429,0.20109783858060837,0.219001,1.12689,0.278855,0.756816,,,3.48033,0.800728,0.931517,702.6599731445312,,,,,,,428.8,6.1257142857142854,406,5.8,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Aaron Bummer","ATL",3,3,0,3.33111,61,0,1,14,,61,255,53,25,23,4,25,,3,68,9.98081,3.62053,2.75673,0.654061,0.26547,0.0962989,0.1691710352897644,0.231344,1.26505,0.310118,0.739956,,,3.23741,0.789035,0.90998,750.030029296875,,,,,,,377.40000000000003,6.18688524590164,366,6,,,,,,,,,,,,,,,,,,,"Aaron Bummer","16258",607481
"Ryan Pressly","CHC",3,3,0,3.53898,61,0,25,5,,61,254,55,26,24,6,20,,3,63,9.24719,3.00555,3.0767,0.86006,0.24691,0.0802516,0.1666586622595787,0.236191,1.22769,0.299961,0.729688,,,3.48586,0.781219,0.834642,311.6000061035156,,,,,,,436.60000000000014,7.15737704918033,429,7.032786885245901,,,,,,,,,,,,,,,,,,,"Ryan Pressly","7005",519151
"Lucas Erceg","KCR",4,3,0,3.49644,67,0,11,10,,67,282,57,28,26,5,30,,3,70,9.46895,3.98548,2.37586,0.727701,0.249968,0.105212,0.14475681632757187,0.228024,1.2908,0.296662,0.735801,,,3.58392,0.78079,1.14714,114.2300033569336,,,,,,,422.09999999999997,6.3,406,6.059701492537314,,,,,,,,,,,,,,,,,,,"Lucas Erceg","19360",668674
"Alex Wood",,6,7,9,4.67544,19,19,0,0,,104,458,108,59,54,15,38,,5,86,7.39313,3.28376,2.25142,1.27885,0.187029,0.0830713,0.1039571762084961,0.259491,1.39792,0.295261,0.692686,,,4.60398,0.773403,0.562437,999,,,,,,,347.3,3.339423076923077,368,3.5384615384615383,,,,,,,,,,,,,,,,,,,"Alex Wood","13781",622072
"Jesus Tinoco","MIA",3,3,0,3.54405,64,0,6,10,,64,272,56,28,25,7,24,,3,68,9.62247,3.37445,2.85157,0.915104,0.251347,0.0881435,0.16320359706878662,0.230243,1.25754,0.293304,0.741974,,,3.61115,0.767567,0.923384,430.5400085449219,,,,,,,366.9,5.7328125,354,5.53125,,,,,,,,,,,,,,,,,,,"Jesus Tinoco","16300",622786
"Pete Fairbanks","TBR",3,3,0,3.0814,60,0,22,7,,60,250,46,22,21,6,23,,3,68,10.2189,3.51489,2.90732,0.887592,0.272504,0.0937305,0.178773932158947,0.206879,1.16238,0.269632,0.769716,,,3.48519,0.753755,1.28118,151.05999755859375,,,,,,,446.6,7.443333333333333,418,6.966666666666667,,,,,,,,,,,,,,,,,,,"Pete Fairbanks","17998",664126
"Kyle Hendricks","LAA",7,10,10,4.88724,24,24,0,0,,134,582,142,79,73,22,39,,6,91,6.11265,2.64058,2.31489,1.45696,0.155917,0.067354,0.08856284618377686,0.264438,1.3562,0.283483,0.675569,,,4.92349,0.749888,0.497155,727.9400024414062,,,,,,,398.7999999999999,2.976119402985074,431,3.216417910447761,,,,,,,,,,,,,,,,,,,"Kyle Hendricks","12049",543294
"Bryse Wilson","CHW",2,3,7,4.36347,45,13,0,1,,102,448,103,54,49,15,31,,4,83,7.35423,2.70976,2.71398,1.34407,0.185799,0.06846,0.11733902990818024,0.250664,1.31696,0.280772,0.710743,,,4.50932,0.746732,0.600909,749.3099975585938,,,,,,,367.50000000000006,3.6029411764705888,380,3.7254901960784315,,,,,,,,,,,,,,,,,,,"Bryse Wilson","19990",669060
"Jackson Jobe","DET",4,5,10,4.21827,33,18,0,1,,117,510,107,60,55,15,51,,6,102,7.86736,3.91464,2.00973,1.18841,0.200423,0.0997263,0.10069633275270462,0.235057,1.34658,0.27143,0.718474,,,4.58447,0.735107,1.00325,283.0899963378906,,,,,,,440.1000000000002,3.7615384615384633,427,3.6495726495726495,,,,,,,,,,,,,,,,,,,"Jackson Jobe","30203",695549
"Dustin May","LAD",2,2,5,3.85862,49,8,0,1,,88,364,78,41,38,11,29,,4,81,8.29828,2.96698,2.79688,1.0797,0.221593,0.0792288,0.14236440509557724,0.236403,1.22516,0.282421,0.715932,,,4.00069,0.733879,0.746763,463.7699890136719,,,,,,,380.1000000000001,4.319318181818183,364,4.136363636363637,,,,,,,,,,,,,,,,,,,"Dustin May","19716",669160
"Ian Anderson","ATL",3,4,8,4.63647,28,16,0,1,,104,453,106,59,54,12,43,,5,86,7.40707,3.73257,1.98444,1.04251,0.189218,0.0953509,0.09386742115020752,0.263063,1.43733,0.307541,0.68592,,,4.41303,0.730216,0.581524,603.5399780273438,,,,,,,378.4,3.6384615384615384,396,3.8076923076923075,,,,,,,,,,,,,,,,,,,"Ian Anderson","19951",666120
"Kevin Ginkel","ARI",3,3,0,3.45478,62,0,3,14,,62,258,55,26,24,6,20,,3,66,9.56114,2.92194,3.27219,0.838306,0.254964,0.0779185,0.17704523354768753,0.235631,1.2198,0.303394,0.734843,,,3.35601,0.728428,0.866192,638.510009765625,,,,,,,376,6.064516129032258,366,5.903225806451613,,,,,,,,,,,,,,,,,,,"Kevin Ginkel","19876",656464
"Trevor Williams","WSN",3,3,9,4.78538,49,18,0,1,,126,540,131,73,67,19,39,,6,99,7.04967,2.8141,2.50513,1.34506,0.182722,0.0729392,0.109782874584198,0.26442,1.35198,0.29684,0.674897,,,4.61175,0.726188,0.343927,510.7699890136719,,,,,,,425.1,3.373809523809524,450,3.5714285714285716,,,,,,,,,,,,,,,,,,,"Trevor Williams","16977",592866
"Drew Thorpe","CHW",5,6,7,4.59533,16,16,0,0,,91,398,90,51,47,13,36,,4,71,7.05735,3.51495,2.00781,1.28999,0.179576,0.0894389,0.09013748168945312,0.250262,1.3739,0.279838,0.695701,,,4.77369,0.70544,0.531358,682.739990234375,,,,,,,301.5,3.3131868131868134,308,3.3846153846153846,,,,,,,,,,,,,,,,,,,"Drew Thorpe","31967",689672
"Omar Cruz","SDP",2,2,6,4.01767,30,11,0,1,,86,376,77,42,38,10,40,,4,85,8.85874,4.17786,2.1204,1.08185,0.22529,0.106249,0.11904137581586838,0.23097,1.35472,0.280007,0.730886,,,4.30105,0.70411,0.761694,999,,,,,,,355.2,4.130232558139535,342,3.9767441860465116,,,,,,,,,,,,,,,,,,,"Omar Cruz","sa3006971",678316
"Hunter Harvey","KCR",3,3,0,3.46327,60,0,2,14,,60,250,52,25,23,6,20,,3,63,9.51238,2.9842,3.18758,0.90869,0.253991,0.0796815,0.17430973798036575,0.230144,1.203,0.293114,0.737256,,,3.48982,0.70306,0.88375,642.5399780273438,,,,,,,358,5.966666666666667,345,5.75,,,,,,,,,,,,,,,,,,,"Hunter Harvey","15507",640451
"Blake Treinen","LAD",3,3,0,3.40084,59,0,5,14,,59,246,50,24,22,7,18,,3,66,10.0757,2.79744,3.60177,1.07995,0.268686,0.0745985,0.1940879002213478,0.222205,1.15813,0.282599,0.752838,,,3.54783,0.696033,0.812496,445.1700134277344,,,,,,,370.5,6.279661016949152,354,6,,,,,,,,,,,,,,,,,,,"Blake Treinen","12572",595014
"Ross Stripling",,5,7,8,4.75318,18,18,0,0,,96,415,104,55,51,14,24,,4,65,6.07314,2.25657,2.69132,1.34511,0.156217,0.0580449,0.09817228838801384,0.26937,1.33548,0.292029,0.673608,,,4.63763,0.690346,0.466327,999,,,,,,,313.80000000000007,3.2687500000000007,344,3.5833333333333335,,,,,,,,,,,,,,,,,,,"Ross Stripling","13273",548389
"Anthony Bender","MIA",3,3,0,3.43969,60,0,5,12,,60,254,53,25,23,5,22,,3,64,9.58272,3.36551,2.84733,0.820464,0.251453,0.0883118,0.1631411463022232,0.230543,1.2535,0.296472,0.742597,,,3.47975,0.684755,0.888624,688.8900146484375,,,,,,,370.7,6.178333333333333,361,6.016666666666667,,,,,,,,,,,,,,,,,,,"Anthony Bender","19742",669622
"Jack Kochanowicz","LAA",2,3,7,4.65468,29,15,0,1,,96,416,103,54,49,11,30,,4,55,5.20578,2.79842,1.86026,1.05387,0.133064,0.0715298,0.0615340918302536,0.268968,1.38464,0.290196,0.671547,,,4.59692,0.683476,0.50175,724.2899780273438,,,,,,,319.3000000000001,3.326041666666668,349,3.6354166666666665,,,,,,,,,,,,,,,,,,,"Jack Kochanowicz","27688",686799
"José Alvarado","PHI",3,3,0,3.152,60,0,3,10,,60,253,48,23,21,5,26,,3,70,10.5672,3.89228,2.71492,0.785914,0.278914,0.102734,0.17618009448051453,0.212896,1.22662,0.286309,0.764331,,,3.39187,0.680466,0.888946,640.4600219726562,,,,,,,365.7,6.095,343,5.716666666666667,,,,,,,,,,,,,,,,,,,"Jose Alvarado","17780",621237
"Yimi García","TOR",3,3,0,3.17165,61,0,3,14,,61,252,48,23,21,7,20,,3,69,10.2135,2.95183,3.46006,1.06861,0.274843,0.0794328,0.1954098492860794,0.208585,1.11187,0.265578,0.768755,,,3.5531,0.67919,1.03123,537.4600219726562,,,,,,,380.50000000000006,6.2377049180327875,354,5.80327868852459,,,,,,,,,,,,,,,,,,,"Yimi Garcia","12095",554340
"Garrett Whitlock","BOS",3,3,0,3.46079,66,0,0,14,,66,273,59,28,25,7,17,,3,68,9.21538,2.29001,4.02418,1.02267,0.247666,0.0615445,0.18612123653292656,0.232986,1.14895,0.289025,0.73642,,,3.48081,0.674856,0.786782,684.8900146484375,,,,,,,380.9000000000001,5.771212121212122,371,5.621212121212121,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Ian Hamilton","NYY",3,3,0,3.26846,60,0,1,15,,60,254,48,24,22,6,25,,3,66,9.89243,3.6871,2.68298,0.88236,0.260106,0.0969466,0.16315960884094238,0.21397,1.21629,0.275437,0.759604,,,3.61086,0.666546,0.878315,749.6599731445312,,,,,,,358.4,5.973333333333333,335,5.583333333333333,,,,,,,,,,,,,,,,,,,"Ian Hamilton","19261",641656
"Yariel Rodríguez","TOR",3,3,7,4.03747,59,11,0,1,,108,463,93,53,48,14,49,,5,110,9.18446,4.06077,2.26175,1.15325,0.237742,0.105114,0.13262778520584106,0.228026,1.3161,0.278617,0.726769,,,4.2897,0.658127,0.751941,495.6000061035156,,,,,,,447.2,4.140740740740741,420,3.888888888888889,,,,,,,,,,,,,,,,,,,"Yariel Rodriguez","33838",684320
"A.J. Minter","NYM",3,3,0,3.32446,56,0,2,12,,56,232,45,23,21,6,20,,2,62,9.9754,3.19788,3.11938,1.027,0.267539,0.0857668,0.1817726045846939,0.214891,1.15978,0.27383,0.756314,,,3.63096,0.640149,0.807085,672.3099975585938,,,,,,,339.6000000000001,6.064285714285716,318,5.678571428571429,,,,,,,,,,,,,,,,,,,"A.J. Minter","18655",621345
"Justin Slaten","BOS",3,3,0,3.52265,65,0,2,15,,65,276,56,28,25,7,25,,3,71,9.7757,3.44078,2.84113,0.951312,0.25603,0.0901156,0.16591468453407288,0.225681,1.24317,0.287942,0.744776,,,3.65197,0.636601,0.887933,448.79998779296875,,,,,,,377.29999999999995,5.804615384615384,362,5.569230769230769,,,,,,,,,,,,,,,,,,,"Justin Slaten","25648",686580
"Cole Sands","MIN",3,3,0,3.43573,64,0,1,15,,64,267,54,27,24,8,20,,3,69,9.75719,2.82312,3.45617,1.08557,0.259417,0.0750592,0.18435802310705185,0.222105,1.16269,0.278245,0.750375,,,3.63587,0.635998,0.73735,648.030029296875,,,,,,,368.80000000000007,5.762500000000001,350,5.46875,,,,,,,,,,,,,,,,,,,"Cole Sands","21461",663485
"Gregory Santos","SEA",3,3,0,3.08645,62,0,5,13,,62,260,51,23,21,5,23,,3,63,9.12704,3.27063,2.7906,0.725026,0.242005,0.0867214,0.1552835926413536,0.217441,1.18587,0.276027,0.756049,,,3.40947,0.628897,0.941983,718.9099731445312,,,,,,,389.69999999999993,6.285483870967741,370,5.967741935483871,,,,,,,,,,,,,,,,,,,"Gregory Santos","21894",666619
"Adam Mazur","MIA",2,2,7,4.43807,34,13,0,1,,92,394,92,49,45,13,27,,4,71,6.92599,2.65262,2.611,1.29728,0.179238,0.0686473,0.11059053987264633,0.253965,1.29932,0.282862,0.693134,,,4.51478,0.621625,0.729346,999,,,,,,,334.7000000000001,3.6380434782608706,344,3.739130434782609,,,,,,,,,,,,,,,,,,,"Adam Mazur","31900",800049
"Paul Blackburn","NYM",2,3,7,4.51838,49,13,0,1,,108,457,108,59,54,14,36,,5,83,6.95247,3.00266,2.31544,1.16199,0.182161,0.0786724,0.10348846018314362,0.258614,1.33269,0.293751,0.680897,,,4.43278,0.616227,0.373605,656.489990234375,,,,,,,393.2,3.640740740740741,405,3.75,,,,,,,,,,,,,,,,,,,"Paul Blackburn","14739",621112
"Pierce Johnson","ATL",3,3,0,3.63403,64,0,2,12,,64,270,53,28,26,7,28,,3,76,10.6212,3.90581,2.71933,0.975277,0.279958,0.102951,0.17700660973787308,0.223213,1.26752,0.296499,0.740721,,,3.6582,0.602602,0.865644,720.5700073242188,,,,,,,366.7,5.7296875,346,5.40625,,,,,,,,,,,,,,,,,,,"Pierce Johnson","13435",572955
"David Robertson",,3,3,0,3.32781,65,0,0,0,,65,272,51,26,24,7,28,,3,78,10.8077,3.84368,2.8118,0.975841,0.286968,0.102058,0.18490949273109436,0.20953,1.20462,0.278611,0.76059,,,3.59546,0.600377,0.900884,423,,,,,,,325.29999999999995,5.004615384615384,297,4.569230769230769,,,,,,,,,,,,,,,,,,,"David Robertson","8241",502085
"David Bednar","PIT",3,3,0,3.70085,64,0,28,4,,64,271,55,29,26,7,25,,3,67,9.45077,3.53324,2.67482,1.01374,0.248407,0.0928688,0.1555384248495102,0.228409,1.25799,0.286646,0.735134,,,3.84584,0.597342,0.838867,141.3699951171875,,,,,,,450.5,7.0390625,435,6.796875,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Fernando Cruz","NYY",3,3,0,3.28934,61,0,0,13,,61,254,44,24,22,7,28,,3,80,11.7306,4.10366,2.85857,1.06162,0.313022,0.109503,0.20351871103048325,0.198698,1.1833,0.272145,0.770131,,,3.6033,0.593189,0.779386,699.0599975585938,,,,,,,369.9000000000001,6.06393442622951,333,5.459016393442623,,,,,,,,,,,,,,,,,,,"Fernando Cruz","7048",518585
"Colin Holderman","PIT",3,3,0,3.50559,62,0,3,13,,62,265,54,26,24,6,26,,3,65,9.50198,3.72789,2.54889,0.852933,0.247263,0.0970083,0.15025503933429718,0.226825,1.27813,0.289349,0.744424,,,3.6702,0.5745,0.896769,744.1099853515625,,,,,,,354.5999999999999,5.719354838709676,342,5.516129032258065,,,,,,,,,,,,,,,,,,,"Colin Holderman","22361",670059
